x,y
6.792828672324116468e+00,-3.216966105664920139e-01
6.837273087539335492e+00,-2.859872409487997924e-01
7.057063610705936796e+00,-9.811167233803663734e-02
7.135388493090558448e+00,-1.280880812720819328e-02
7.245052336778218915e+00,5.467574551640930203e-02
7.495958812916690306e+00,3.227106103922419145e-01
7.562498440117328968e+00,4.247211653518059293e-01
7.698192438315341946e+00,5.008353290174707428e-01
7.758855057781232745e+00,6.109633239943990102e-01
7.827615712217531829e+00,6.536181130840823528e-01
7.800311264809461242e+00,9.220658878017279347e-01
7.798028703675837114e+00,1.048534990660071164e+00
6.763531913998946266e+00,2.076144548839680581e+00
3.538533285592998734e+00,2.262810290829418314e+00
1.424778587314169620e+00,3.218108577868707076e+00
1.414783338905580390e+00,3.182386545740977013e+00
1.369523535620099430e+00,3.139821804726960153e+00
1.336096176490309873e+00,3.129219293734035290e+00
1.455210477449041306e+00,2.826509110758475884e+00
1.448736931302399888e+00,2.798045684855415161e+00
1.450718794879582330e+00,2.501622621440881211e+00
1.432767046727769111e+00,2.458925863426516756e+00
1.412667840876745906e+00,2.443045216520360441e+00
1.379145533645298016e+00,2.432924345885903339e+00
1.240192191509941422e+00,2.357166373822229488e+00
1.069557069253281867e+00,2.358419867149784466e+00
-1.074202491304613094e+00,8.603527181965127113e-01
1.126189405753319939e+00,1.316933730374038269e+00
4.436907232717812732e-02,-1.113763418663529903e+00
1.229614697644407784e-01,-1.126592087403326170e+00
4.498777926746919675e-01,-1.137084377998048401e+00
5.236882039731649563e-01,-1.143953246735860185e+00
5.965178784576248283e-01,-1.150000725007403135e+00
7.340080259662213891e-01,-1.168316713114245564e+00
8.051255326845143667e-01,-1.170543435478201610e+00
8.881519207065899923e-01,-1.149517246789401481e+00
9.985857009826588637e-01,-1.199858108493851772e+00
2.267480981819921748e+00,-6.600423754391033793e-01
2.309594716319232521e+00,-6.825422678828798606e-01
2.353794141977163967e+00,-6.904067776633284748e-01
2.443710688558845767e+00,-6.888606003000907751e-01
2.489070718696109630e+00,-6.754171117802403312e-01
2.532560590275112933e+00,-7.051524745517785409e-01
2.622314163783682872e+00,-7.113390010591269519e-01
2.667334542489714799e+00,-7.137558479376699960e-01
2.711933943202844866e+00,-7.023949636088044901e-01
2.758472855276389524e+00,-7.312000523650576955e-01
2.895540520875426793e+00,-7.328693112698332346e-01
2.942594944380088506e+00,-7.414035879310942878e-01
4.562087574877899954e+00,-1.481258503672116200e+00
5.773522907875391574e+00,-1.163230156421415140e+00
5.954167678360458460e+00,-1.016439235850355560e+00
6.146225784803204029e+00,-8.730597178751453580e-01
6.661256612488724471e+00,-4.507551955725490611e-01
6.923924972696548608e+00,-1.241555855724634227e-01
6.976282520685304078e+00,-5.664647100694075732e-02
7.203196456875538445e+00,2.153263430511858090e-01
1.433266581416789309e+00,2.312346757555292065e+00
1.397672062610386234e+00,2.321006586548020056e+00
7.735132140233096365e-01,2.373312445474302645e+00
